question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,r1,r2,s,ground_truth
467a3506-ecff-422e-a566-f83434ebcc1a,10.904251,1.0770215,2.0532205,1.0770215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0304332,0.0,0.0,0.0,10.371563,1.161066,2.061775,1.161066,0.3846154,2,0.2876820724517809,23.306248,0
467a3506-ecff-422e-a566-f83434ebcc1a,10.174968,3.3117063,2.0956075,3.5084095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5227808,0.70758605,0.19936162,0.70758605,9.121674,2.5688736,1.9137046,2.7688568,0.4615385,3,0.22314355131420976,20.819422,2
467a3506-ecff-422e-a566-f83434ebcc1a,10.335572,3.0034173,2.9462457,3.2390308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7351065,0.7763521,0.19936162,0.7763521,8.715589,2.0922651,2.7533963,2.330552,0.53846157,4,0.18232155679395462,20.786266,2
467a3506-ecff-422e-a566-f83434ebcc1a,9.665138,0.0,0.7364595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.490012,0.0,0.70438105,0.0,0.4615385,5,0.1541506798272583,19.155151,0
467a3506-ecff-422e-a566-f83434ebcc1a,8.4006,0.09013791,0.0,0.09013791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2624087,0.028403379,0.0,0.028403379,7.4189324,0.07415115,0.0,0.07415115,0.53846157,6,0.13353139262452263,18.081942,0
467a3506-ecff-422e-a566-f83434ebcc1a,8.686929,2.0316873,0.34238487,2.4392347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102877475,0.0,0.0,0.0,8.305505,1.9939303,0.3355692,2.3793576,0.61538464,7,0.11778303565638346,17.09531,0
467a3506-ecff-422e-a566-f83434ebcc1a,8.591176,0.35780844,1.1537784,0.35780844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11518511,0.0,0.0,0.0,8.378071,0.34639108,1.2021909,0.34639108,0.53846157,8,0.1053605156578263,17.084433,0
467a3506-ecff-422e-a566-f83434ebcc1a,8.121774,1.3207494,0.0,1.4797435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.068254,0.34118629,0.0,0.34118629,7.631475,1.0385445,0.0,1.2127503,0.3846154,9,0.09531017980432487,16.821503,0
09156b38-9057-4c5c-8d72-aa18a8d19157,7.8050003,0.9092841,0.0,0.9092841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.866861,0.18289523,0.0,0.18289523,6.789264,0.80003834,0.0,0.80003834,0.25,0,0.6931471805599453,17.461126,0
09156b38-9057-4c5c-8d72-aa18a8d19157,6.9849234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336291,0.0,0.0,0.0,6.330847,0.0,0.0,0.0,0.33333334,1,0.4054651081081644,16.652061,0
09156b38-9057-4c5c-8d72-aa18a8d19157,6.6160636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25277,0.0,0.0,0.0,0.4166667,2,0.2876820724517809,13.868834,0
09156b38-9057-4c5c-8d72-aa18a8d19157,6.466192,0.6807232,0.0,1.2053611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057592556,0.0,0.0,0.0,6.7669444,0.66917264,0.0,1.309933,0.5,3,0.22314355131420976,13.290729,0
09156b38-9057-4c5c-8d72-aa18a8d19157,7.4805465,0.6603747,0.09486323,0.73987174,1.5524687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58088934,0.17059314,0.043419477,0.17059314,2.9602416,0.51927227,0.060734328,0.60637516,0.5833334,4,0.18232155679395462,12.574146,0
09156b38-9057-4c5c-8d72-aa18a8d19157,6.0632725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3757343,0.0,0.0,0.0,0.4166667,5,0.1541506798272583,12.439007,0
09156b38-9057-4c5c-8d72-aa18a8d19157,5.7017293,0.72866994,0.0,0.7984084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37457377,0.0057383776,0.0,0.0057383776,5.2181535,0.71662056,0.0,0.7856498,0.75,6,0.13353139262452263,11.2944565,4
09156b38-9057-4c5c-8d72-aa18a8d19157,4.8618417,0.0,0.0,0.7751837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.314418,0.0,0.0,0.9259605,0.25,7,0.11778303565638346,10.17626,0
09156b38-9057-4c5c-8d72-aa18a8d19157,4.81132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226244,0.0,0.0,0.0,0.16666667,8,0.1053605156578263,10.037563,0
09156b38-9057-4c5c-8d72-aa18a8d19157,4.4599524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9261165,0.0,0.0,0.0,0.083333336,9,0.09531017980432487,9.386068,0
29216413-5171-47fe-8dd5-ebe905f58c9c,4.5453153,2.4969583,0.9933692,2.5084803,0.36402884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83758795,0.46835586,0.16275226,0.4722067,3.7678554,2.1805334,0.76841384,2.1805334,0.8571429,0,0.6931471805599453,9.514788,3
29216413-5171-47fe-8dd5-ebe905f58c9c,3.8374522,1.67696,0.7782132,1.67696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14407994,0.057572156,0.0,0.057572156,3.7865386,1.678188,0.3423677,1.678188,0.5714286,1,0.4054651081081644,7.7680707,0
29216413-5171-47fe-8dd5-ebe905f58c9c,3.7337985,0.4717046,0.16894205,0.64064664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16716728,0.057572156,0.004360527,0.06694877,3.7899902,0.44615388,0.22960413,0.67870486,0.8571429,2,0.2876820724517809,7.690956,0
29216413-5171-47fe-8dd5-ebe905f58c9c,3.6446886,1.8859948,1.3465956,1.9061482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83758795,0.50103545,0.3229493,0.50103545,3.1955492,1.2043679,0.8499609,1.2203747,0.5714286,3,0.22314355131420976,7.677826,3
29216413-5171-47fe-8dd5-ebe905f58c9c,3.3734553,1.576873,0.3606381,1.576873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6977278,0.39933872,0.0,0.39933872,3.4015825,1.3050154,0.44399363,1.3050154,0.5714286,4,0.18232155679395462,7.4727654,0
29216413-5171-47fe-8dd5-ebe905f58c9c,3.4452844,2.0294611,1.4485488,2.0294611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8438187,0.4847782,0.25076234,0.4847782,2.9351008,1.4531835,1.179951,1.4531835,0.5714286,5,0.1541506798272583,7.224204,3
29216413-5171-47fe-8dd5-ebe905f58c9c,2.9147282,0.04713172,0.0,0.04713172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68492424,0.0,0.0,0.0,2.7788513,0.06571636,0.0,0.06571636,0.42857146,6,0.13353139262452263,6.378504,0
29216413-5171-47fe-8dd5-ebe905f58c9c,2.8304427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58992606,0.0,0.0,0.0,2.7537484,0.0,0.0,0.0,0.14285715,7,0.11778303565638346,6.174117,0
29216413-5171-47fe-8dd5-ebe905f58c9c,2.8857245,0.4717046,0.0054228087,0.4717046,0.55489004,0.29369235,0.0,0.29369235,0.0,0.0,0.0,0.0,0.13680023,0.06310215,0.01108168,0.06310215,2.404915,0.1819585,0.0,0.1819585,0.71428573,8,0.1053605156578263,5.98233,0
29216413-5171-47fe-8dd5-ebe905f58c9c,2.6413257,0.92809415,0.0,0.92809415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6796364,0.0,0.0,0.0,2.513475,1.0396391,0.0,1.0396391,0.2857143,9,0.09531017980432487,5.834437,0
38a9118b-9844-496b-ac13-e5d87ff5c40a,8.73463,5.06972,1.4934719,5.5341177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654784,0.35423815,0.0,0.35423815,8.3124075,4.6193175,1.4104102,5.094983,0.54545456,0,0.6931471805599453,17.70182,0
38a9118b-9844-496b-ac13-e5d87ff5c40a,7.31792,3.164895,1.518204,3.4161873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5603036,0.9352485,0.27907026,0.9352485,6.5674553,2.4473972,1.2772173,2.7519212,0.54545456,1,0.4054651081081644,15.445679,2
38a9118b-9844-496b-ac13-e5d87ff5c40a,5.8790264,1.7088693,0.0,1.7088693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0042486,0.33620802,0.0,0.33620802,5.176266,1.3343316,0.0,1.3343316,0.36363637,2,0.2876820724517809,13.059542,0
38a9118b-9844-496b-ac13-e5d87ff5c40a,5.3085036,1.7315373,0.10939048,1.7567774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4010813,1.8617482,0.12920803,1.8617482,4.2812634,0.814206,0.0038167986,0.8270725,0.36363637,3,0.22314355131420976,11.990849,0
38a9118b-9844-496b-ac13-e5d87ff5c40a,5.428673,2.4967458,0.0,2.4967458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8193151,0.43506485,0.0,0.43506485,4.5488553,2.232662,0.0,2.232662,0.27272728,4,0.18232155679395462,11.796844,0
38a9118b-9844-496b-ac13-e5d87ff5c40a,5.6193824,2.5611598,0.7411792,2.6400516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893621,0.0,0.0,0.0,5.655088,2.685017,0.86441845,2.7923846,0.36363637,5,0.1541506798272583,11.463833,0
38a9118b-9844-496b-ac13-e5d87ff5c40a,5.49682,0.77313846,0.0,0.77313846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54266036,0.19004902,0.0,0.19004902,5.086774,0.50170636,0.0,0.50170636,0.36363637,6,0.13353139262452263,11.126254,0
38a9118b-9844-496b-ac13-e5d87ff5c40a,4.3594494,1.9105644,0.0,1.9105644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8428907,0.34851563,0.0,0.34851563,4.006654,1.6968302,0.0,1.6968302,0.36363637,7,0.11778303565638346,9.208994,0
38a9118b-9844-496b-ac13-e5d87ff5c40a,4.3594494,1.9105644,0.0,1.9105644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8428907,0.34851563,0.0,0.34851563,4.006654,1.6968302,0.0,1.6968302,0.36363637,8,0.1053605156578263,9.208994,0
38a9118b-9844-496b-ac13-e5d87ff5c40a,4.542869,1.0751045,0.0,1.0751045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19472146,0.0,0.0,0.0,4.4591427,1.0871704,0.0,1.0871704,0.45454547,9,0.09531017980432487,9.196733,0
55c109ca-5ba3-4951-be94-a76ffe88bf23,8.478861,9.260425,4.3462863,9.260425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3694563,2.3767233,1.1227996,2.3767233,7.5999804,8.134416,3.4424798,8.134416,0.6363636,0,0.6931471805599453,18.448298,0
55c109ca-5ba3-4951-be94-a76ffe88bf23,4.158876,2.4607964,0.5109811,2.4607964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1603495,0.70113814,0.0,0.70113814,3.7847507,2.0918872,0.5585007,2.0918872,0.36363637,1,0.4054651081081644,9.103976,1
55c109ca-5ba3-4951-be94-a76ffe88bf23,4.0868373,2.6255882,0.0,2.6255882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166072,0.70686066,0.0,0.70686066,3.793275,2.3710756,0.0,2.3710756,0.36363637,2,0.2876820724517809,9.046185,0
55c109ca-5ba3-4951-be94-a76ffe88bf23,4.201216,1.1331767,0.89234006,1.5359185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2606974,1.1727912,0.9265529,1.5991185,0.6363636,3,0.22314355131420976,8.461914,0
55c109ca-5ba3-4951-be94-a76ffe88bf23,4.180609,1.1331767,0.0,1.1331767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.142741,1.1727912,0.0,1.1727912,0.45454547,4,0.18232155679395462,8.323351,0
55c109ca-5ba3-4951-be94-a76ffe88bf23,4.079896,2.3773785,0.0,2.3773785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968855,0.0,0.0,0.0,3.9028733,2.4284053,0.0,2.4284053,0.36363637,5,0.1541506798272583,8.142458,0
55c109ca-5ba3-4951-be94-a76ffe88bf23,3.9294143,0.0,0.48816139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14270629,0.0,0.0,0.0,3.850136,0.0,0.4869658,0.0,0.54545456,6,0.13353139262452263,7.9222565,0
55c109ca-5ba3-4951-be94-a76ffe88bf23,3.4430375,1.607321,0.0,1.607321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1603495,0.70113814,0.0,0.70113814,3.2859516,1.1727912,0.0,1.1727912,0.45454547,7,0.11778303565638346,7.8893385,2
55c109ca-5ba3-4951-be94-a76ffe88bf23,3.5440133,0.2639293,0.33337638,0.2639293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76989096,0.0,0.0,0.0,3.3844059,0.33323663,0.36709273,0.33323663,0.45454547,8,0.1053605156578263,7.69831,2
55c109ca-5ba3-4951-be94-a76ffe88bf23,3.4005468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688212,0.0,0.0,0.0,2.9539156,0.0,0.0,0.0,0.45454547,9,0.09531017980432487,7.3232837,0
fe09b556-caaf-47cc-a82a-33840310cdba,7.4383526,5.461515,3.4039063,5.6799483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6580982,1.9132632,1.2063644,1.9132632,5.922089,3.421341,2.0107427,3.7365937,0.8,0,0.6931471805599453,16.01854,0
fe09b556-caaf-47cc-a82a-33840310cdba,4.3073735,1.8755398,0.0,1.9489574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57390976,0.28674695,0.0,0.28674695,4.2454624,1.5510408,0.0,1.5510408,0.6,1,0.4054651081081644,9.126745,0
fe09b556-caaf-47cc-a82a-33840310cdba,4.3356915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2803583,0.0,0.0,0.0,0.3,2,0.2876820724517809,8.61605,0
fe09b556-caaf-47cc-a82a-33840310cdba,3.9366143,2.454724,1.8138034,2.454724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0857863,2.6358967,1.9062586,2.6358967,0.3,3,0.22314355131420976,8.022401,1
fe09b556-caaf-47cc-a82a-33840310cdba,3.4998114,1.5055839,0.0,1.9388354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53696346,0.15445863,0.0,0.15445863,3.49827,1.438116,0.0,1.850627,0.3,4,0.18232155679395462,7.5350447,0
fe09b556-caaf-47cc-a82a-33840310cdba,3.7182174,0.12812427,0.0,0.25134915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.644105,0.12711129,0.0,0.23895203,0.3,5,0.1541506798272583,7.3623223,0
fe09b556-caaf-47cc-a82a-33840310cdba,3.391094,1.13381,0.0,1.4669716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263878,0.0,0.0,0.09816067,3.3979666,1.2605608,0.0,1.487591,0.3,6,0.13353139262452263,7.3154483,0
fe09b556-caaf-47cc-a82a-33840310cdba,3.4650276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.393541,0.0,0.0,0.0,0.3,7,0.11778303565638346,6.8585687,0
fe09b556-caaf-47cc-a82a-33840310cdba,3.0807605,0.646904,0.0,1.1601956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58118945,0.0,0.0,0.100587234,2.9257724,0.0,0.0,0.6448408,0.4,8,0.1053605156578263,6.5877223,0
fe09b556-caaf-47cc-a82a-33840310cdba,3.2172055,1.3066478,0.8985989,1.4477451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3248315,1.3668447,0.9297435,1.5321691,0.5,9,0.09531017980432487,6.542037,3
e3443fcc-86f4-42f3-a564-b2bf17adba2e,9.317995,9.163894,4.271419,9.163894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0517187,2.756035,0.97091454,2.756035,8.841615,8.240943,4.011734,8.240943,0.5,0,0.6931471805599453,21.211329,0
e3443fcc-86f4-42f3-a564-b2bf17adba2e,4.8129454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18795042,0.0,0.0,0.0,4.8036566,0.0,0.0,0.0,0.5,1,0.4054651081081644,9.804552,0
e3443fcc-86f4-42f3-a564-b2bf17adba2e,3.808992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1663698,0.0,0.0,0.0,3.7157035,0.0,0.0,0.0,0.16666667,2,0.2876820724517809,8.691065,0
e3443fcc-86f4-42f3-a564-b2bf17adba2e,4.330366,0.79420805,0.0,0.79420805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.325035,0.7843174,0.0,0.7843174,0.5,3,0.22314355131420976,8.655401,0
e3443fcc-86f4-42f3-a564-b2bf17adba2e,3.4364226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1663698,0.0,0.0,0.0,3.2699413,0.0,0.0,0.0,0.16666667,4,0.18232155679395462,7.8727336,0
